Wrk Loc Cd = tz_gmt,Icu Timezone
LIN = -6:00,America/Chicago
LIS = -6:00,America/Chicago
LJF = -6:00,America/Chicago
LKE = -7:00,America/Denver
LKM = -5:00,America/New_York
LKY = -5:00,America/New_York
LLB = +10:00,Australia/Brisbane
LMF = -5:00,America/New_York
LMI = -5:00,America/New_York
LMS = +1:00,Europe/Paris
LMY = -5:00,America/New_York
LNZ = +1:00,Europe/Vienna
LOA = -8:00,America/Los_Angeles
LOT = +1:00,Europe/Paris
LPC = +1:00,Europe/Paris
LRB = -6:00,America/Chicago
LSB = +0:00,Europe/Lisbon
LSG = -5:00,America/New_York
LSP = -6:00,America/Chicago
LSV = -8:00,America/Los_Angeles
LUB = +1:00,Europe/Berlin
LUC = +1:00,Europe/Paris
LUG = +1:00,Europe/Zurich
LUX = +1:00,Europe/Luxembourg
LVL = -5:00,America/New_York
LVT = -6:00,America/Chicago
LWL = -5:00,America/New_York
LXN = -5:00,America/New_York
LYE = +1:00,Europe/Paris
LYM = +1:00,Europe/Paris
M00 = +0:00,Europe/London
M01 = +0:00,Europe/London
M02 = +0:00,Europe/London
M03 = -6:00,America/Chicago
M04 = -5:00,America/New_York
M05 = -5:00,America/New_York
M06 = -5:00,America/New_York
M07 = -6:00,America/Chicago
M08 = +12:00,Pacific/Auckland
M09 = -5:00,America/New_York
M10 = -5:00,America/New_York
M11 = +0:00,Europe/London
M12 = +0:00,Europe/London
M13 = +0:00,Europe/London
M14 = -5:00,America/New_York
M15 = -5:00,America/New_York
M16 = -5:00,America/Montreal
M17 = -5:00,America/Montreal
M18 = -5:00,America/New_York
M19 = -5:00,America/New_York
M20 = -5:00,America/New_York
M21 = -5:00,America/New_York
M22 = -5:00,America/New_York
M23 = -5:00,America/New_York
M24 = -5:00,America/New_York
M25 = -6:00,America/Chicago
M26 = -8:00,America/Los_Angeles
M27 = -8:00,America/Los_Angeles
M28 = -8:00,America/Los_Angeles
M29 = -5:00,America/New_York
M30 = -5:00,America/New_York
M31 = -5:00,America/New_York
M32 = -5:00,America/New_York
M33 = -8:00,America/Los_Angeles
M34 = -6:00,America/Chicago
M35 = +1:00,Europe/Stockholm
M36 = +8:00,Asia/Shanghai
M37 = -5:00,America/New_York
M38 = -5:00,America/New_York
M39 = -6:00,America/Chicago
M40 = -5:00,America/New_York
M41 = -5:00,America/New_York
M42 = -8:00,America/Los_Angeles
M43 = -8:00,America/Los_Angeles
M44 = -5:00,America/New_York
M45 = -7:00,America/Phoenix
M46 = -6:00,America/Chicago
M47 = -5:00,America/New_York
M48 = -5:00,America/New_York
M49 = -6:00,America/Chicago
M50 = -5:00,America/New_York
M51 = -5:00,America/New_York
M52 = -5:00,America/New_York
M53 = -8:00,America/Los_Angeles
M54 = -6:00,America/Chicago
M55 = -5:00,America/New_York
M56 = -8:00,America/Los_Angeles
M57 = -8:00,America/Los_Angeles
M58 = -6:00,America/Chicago
M59 = -5:00,America/New_York
M60 = -5:00,America/New_York
M61 = -5:00,America/New_York
M62 = -5:00,America/New_York
M63 = -5:00,America/New_York
M64 = +1:00,Europe/Vienna
M65 = +1:00,Europe/Vienna
M66 = +1:00,Europe/Vienna
M67 = +1:00,Europe/Vienna
M68 = +1:00,Europe/Vienna
M69 = +1:00,Europe/Vienna
M70 = +1:00,Europe/Vienna
M71 = +1:00,Europe/Vienna
M72 = +1:00,Europe/Vienna
M73 = +1:00,Europe/Vienna
M74 = +1:00,Europe/Vienna
M75 = +1:00,Europe/Vienna
M76 = +1:00,Europe/Vienna
M77 = +1:00,Europe/Vienna
M78 = +1:00,Europe/Vienna
M79 = -6:00,America/Regina
M80 = +1:00,Europe/Prague
M81 = +1:00,Europe/Berlin
M82 = +1:00,Europe/Berlin
M83 = +1:00,Europe/Berlin
M84 = +1:00,Europe/Berlin
M85 = +1:00,Europe/Paris
M86 = +1:00,Europe/Berlin
M87 = +1:00,Europe/Berlin
M88 = +1:00,Europe/Berlin
M89 = +1:00,Europe/Berlin
M90 = +1:00,Europe/Berlin
M91 = +1:00,Europe/Berlin
M92 = +1:00,Europe/Berlin
M93 = +1:00,Europe/Berlin
M94 = +1:00,Europe/Berlin
M95 = +1:00,Europe/Berlin
M96 = +1:00,Europe/Berlin
M97 = +1:00,Europe/Berlin
M98 = +1:00,Europe/Berlin
M99 = +1:00,Europe/Berlin
MAA = +1:00,Europe/Berlin
MAD = -6:00,America/Chicago
MAG = -5:00,America/New_York
MAL = -6:00,America/Chicago
MAM = -5:00,America/New_York
MAN = -5:00,America/New_York
MAS = -5:00,America/New_York
MCD = -6:00,America/Chicago
MCH = -5:00,America/New_York
MCK = -5:00,America/New_York
MCT = -6:00,America/Mexico_City
MCX = +10:00,Australia/Melbourne
MDC = -5:00,America/New_York
MDD = -5:00,America/New_York
MDE = +1:00,Europe/Berlin
MDL = -6:00,America/Chicago
MDM = -5:00,America/New_York
MDO = -8:00,America/Los_Angeles
MEC = -5:00,America/New_York
MER = -5:00,America/New_York
MEX = +1:00,Europe/Vienna
MFS = -5:00,America/New_York
MG0 = +10:00,Australia/Melbourne
MGA = -5:00,America/New_York
MHN = -5:00,America/New_York
MHP = +1:00,Europe/Paris
MIB = -5:00,America/New_York
MIF = -5:00,America/New_York
MIL = -6:00,America/Chicago
MIR = -8:00,America/Los_Angeles
MIS = +1:00,Europe/Rome
MIT = +1:00,Europe/Rome
MIV = +1:00,Europe/Rome
MJH = +0:00,Europe/London
MLD = -5:00,America/New_York
MLG = -6:00,America/Mexico_City
MLN = -5:00,America/New_York
MLS = -6:00,America/Chicago
MLV = +1:00,Europe/Paris
MMI = -5:00,America/New_York
MMK = +1:00,Europe/Paris
MML = +10:00,Australia/Melbourne
MMM = +1:00,Europe/Berlin
MMN = -6:00,America/Chicago
MMP = +8:00,Australia/Perth
MMR = -5:00,America/New_York
MMS = +10:00,Australia/Melbourne
MMT = -7:00,America/Denver
MNA = -6:00,America/Chicago
MNC = -5:00,America/New_York
MNF = +1:00,Europe/Berlin
MNM = -6:00,America/Chicago
MNT = -6:00,America/Chicago
MNV = -5:00,America/New_York
MOL = -6:00,America/Chicago
MOO = -5:00,America/New_York
MOP = +1:00,Europe/Paris
MOR = -6:00,America/Chicago
MOS = +3:00,Europe/Moscow
MOY = -8:00,America/Los_Angeles
MPG = -6:00,America/Mexico_City
MPW = -6:00,America/Chicago
MRB = +1:00,Europe/Paris
MRF = -5:00,America/New_York
MRN = -5:00,America/New_York
MRO = -5:00,America/New_York
MRR = -5:00,America/New_York
MRS = -5:00,America/New_York
MS0 = +10:00,Australia/Melbourne
MSA = -7:00,America/Phoenix
MSF = -6:00,America/Mexico_City
MSL = -5:00,America/New_York
MSQ = +0:00,Europe/London
MST = +0:00,Europe/London
MTA = -5:00,America/New_York
MTC = -5:00,America/New_York
MTD = -5:00,America/New_York
MTG = +1:00,Europe/Paris
MTH = -5:00,America/New_York
MTM = -6:00,America/Chicago
MTN = -6:00,America/Chicago
MTO = -5:00,America/New_York
MTX = -6:00,America/Chicago
MTY = -6:00,America/Mexico_City
MUA = +1:00,Europe/Berlin
MUE = +1:00,Europe/Berlin
MUN = +1:00,Europe/Berlin
MV0 = +10:00,Australia/Melbourne
MVA = -5:00,America/New_York
MVC = -8:00,America/Los_Angeles
MVL = -5:00,America/New_York
MVW = -8:00,America/Los_Angeles
MWI = -6:00,America/Chicago
MWR = +0:00,Europe/London
MYA = +8:00,Asia/Kuala_Lumpur
MYB = +8:00,Asia/Kuala_Lumpur
MYC = +8:00,Asia/Kuala_Lumpur
N00 = +1:00,Europe/Berlin
N01 = +1:00,Europe/Berlin
N02 = +1:00,Europe/Berlin
N03 = +1:00,Europe/Berlin
N04 = +1:00,Europe/Berlin
N05 = +1:00,Europe/Berlin
N06 = +1:00,Europe/Berlin
N07 = +1:00,Europe/Berlin
N08 = +1:00,Europe/Berlin
N09 = +1:00,Europe/Berlin
N10 = +1:00,Europe/Berlin
N11 = +1:00,Europe/Berlin
N12 = +1:00,Europe/Berlin
N13 = +1:00,Europe/Berlin
N14 = +1:00,Europe/Berlin
N15 = +1:00,Europe/Berlin
N16 = +1:00,Europe/Berlin
N17 = +1:00,Europe/Berlin
N18 = +1:00,Europe/Berlin
N19 = +1:00,Europe/Berlin
N20 = +1:00,Europe/Berlin
N21 = +1:00,Europe/Berlin
N22 = +1:00,Europe/Berlin
N23 = +1:00,Europe/Berlin
N24 = +1:00,Europe/Berlin
N25 = +1:00,Europe/Berlin
N26 = +1:00,Europe/Berlin
N27 = +1:00,Europe/Berlin
N28 = +1:00,Europe/Berlin
N29 = +1:00,Europe/Berlin
N30 = +1:00,Europe/Berlin
N31 = +1:00,Europe/Berlin
N32 = +1:00,Europe/Berlin
N33 = +1:00,Europe/Berlin
N34 = +1:00,Europe/Berlin
N35 = +1:00,Europe/Berlin
N36 = +1:00,Europe/Berlin
N37 = +1:00,Europe/Berlin
N38 = +1:00,Europe/Berlin
N39 = +1:00,Europe/Berlin
N40 = +1:00,Europe/Berlin
N41 = +1:00,Europe/Berlin
N42 = +1:00,Europe/Berlin
N43 = +1:00,Europe/Berlin
N44 = +1:00,Europe/Berlin
N45 = +1:00,Europe/Berlin
N46 = +1:00,Europe/Berlin
N47 = +1:00,Europe/Berlin
N48 = +1:00,Europe/Berlin
N49 = +1:00,Europe/Berlin
N50 = +1:00,Europe/Berlin
N51 = +1:00,Europe/Berlin
N52 = +1:00,Europe/Berlin
N53 = +1:00,Europe/Berlin
N54 = +1:00,Europe/Berlin
N55 = +1:00,Europe/Berlin
N56 = +1:00,Europe/Berlin
N57 = +1:00,Europe/Berlin
N58 = +1:00,Europe/Berlin
N59 = +1:00,Europe/Berlin
N60 = +1:00,Europe/Berlin
N61 = +1:00,Europe/Berlin
N62 = +1:00,Europe/Berlin
N63 = +1:00,Europe/Berlin
N64 = +1:00,Europe/Berlin
N65 = +1:00,Europe/Berlin
N66 = +1:00,Europe/Berlin
N67 = +1:00,Europe/Copenhagen
N68 = +1:00,Europe/Copenhagen
N69 = +1:00,Europe/Copenhagen
N70 = +1:00,Europe/Copenhagen
N71 = +1:00,Europe/Copenhagen
N72 = +1:00,Europe/Copenhagen
N73 = +1:00,Europe/Copenhagen
N74 = +1:00,Europe/Copenhagen
N75 = +1:00,Europe/Copenhagen
N76 = +1:00,Europe/Madrid
N77 = +2:00,Europe/Helsinki
N78 = +1:00,Europe/Paris
N79 = +1:00,Europe/Paris
N80 = +1:00,Europe/Paris
N81 = +1:00,Europe/Paris
N82 = +1:00,Europe/Paris
N83 = +1:00,Europe/Paris
N84 = +1:00,Europe/Paris
N85 = +1:00,Europe/Copenhagen
N86 = +1:00,Europe/Paris
N87 = +1:00,Europe/Paris
N88 = +1:00,Europe/Paris
N89 = +1:00,Europe/Paris
N90 = +1:00,Europe/Paris
N91 = +1:00,Europe/Copenhagen
N92 = +1:00,Europe/Paris
N93 = +1:00,Europe/Paris
N94 = +1:00,Europe/Paris
N95 = +1:00,Europe/Paris
N96 = +1:00,Europe/Paris
N97 = +1:00,Europe/Paris
N98 = +1:00,Europe/Paris
N99 = +1:00,Europe/Paris
NAB = -6:00,America/Chicago
NAD = +1:00,Europe/Rome
NAG = -5:00,America/New_York
NAM = +1:00,Europe/Brussels
NAN = +8:00,Asia/Shanghai
NAP = -6:00,America/Chicago
NAS = +1:00,Europe/Paris
NB2 = +10:00,Australia/Melbourne
NBG = +1:00,Europe/Berlin
NBK = -6:00,America/Chicago
NCI = +0:00,Europe/Lisbon
NCO = -7:00,America/Denver
NCT = -6:00,America/Chicago
NDT = -6:00,America/Chicago
NEA = +10:00,Australia/Melbourne
NEV = -8:00,America/Los_Angeles
NEW = -5:00,America/New_York
NGA = -5:00,America/New_York
NHA = +10:00,Australia/Melbourne
NHB = +0:00,Europe/London
NHT = -6:00,America/Chicago
NIA = +1:00,Europe/Paris
NIC = +2:00,Europe/Nicosia
NMA = +11:00,Pacific/Noumea
NMI = -5:00,America/New_York
NNH = -5:00,America/New_York
NNJ = -5:00,America/New_York
NNR = +1:00,Europe/Paris
NNT = +1:00,Europe/Paris
NOI = +1:00,Europe/Oslo
NOP = +1:00,Europe/Oslo
NOR = +0:00,Europe/London
NOS = +1:00,Europe/Brussels
NOT = +0:00,Europe/London
NPA = -5:00,America/New_York
NPP = -5:00,America/New_York
NPT = -5:00,America/New_York
NPX = +10:00,Australia/Melbourne
NRB = +10:00,Australia/Brisbane
NRD = -5:00,America/New_York
NRG = +1:00,Europe/Paris
NRI = -6:00,America/Chicago
NRL = +10:00,Australia/Melbourne
NRP = +8:00,Australia/Perth
NRS = +10:00,Australia/Melbourne
NRW = -5:00,America/New_York
NSA = +10:00,Australia/Melbourne
NSX = +10:00,Australia/Melbourne
NTD = +1:00,Europe/Paris
NTE = +1:00,Europe/Paris
NUN = +1:00,Europe/Berlin
NVA = -5:00,America/New_York
NWC = +0:00,Europe/London
NWE = -5:00,America/New_York
NWI = -6:00,America/Chicago
NWQ = -8:00,America/Los_Angeles
NWT = +12:00,Pacific/Auckland
NYA = -5:00,America/New_York
NYK = -5:00,America/New_York
NYL = -5:00,America/New_York
NYT = -5:00,America/New_York
NZA = +12:00,Pacific/Auckland
NZE = +1:00,Europe/Paris
O00 = +1:00,Europe/Paris
O01 = +1:00,Europe/Paris
O02 = +1:00,Europe/Paris
O03 = +1:00,Europe/Paris
O04 = +1:00,Europe/Paris
O05 = +1:00,Europe/Paris
O06 = +1:00,Europe/Paris
O07 = +1:00,Europe/Paris
O08 = +1:00,Europe/Paris
O09 = +1:00,Europe/Paris
O10 = +1:00,Europe/Paris
O11 = +1:00,Europe/Paris
O12 = +1:00,Europe/Paris
O13 = +1:00,Europe/Paris
O14 = +1:00,Europe/Paris
O15 = +1:00,Europe/Paris
O16 = +1:00,Europe/Paris
O17 = +1:00,Europe/Paris
O18 = +1:00,Europe/Paris
O19 = +1:00,Europe/Paris
O20 = +1:00,Europe/Paris
O21 = +1:00,Europe/Paris
O22 = +1:00,Europe/Paris
O23 = +1:00,Europe/Paris
O24 = +1:00,Europe/Paris
O25 = +1:00,Europe/Paris
O26 = +1:00,Europe/Paris
O27 = +1:00,Europe/Paris
O28 = +1:00,Europe/Paris
O29 = +1:00,Europe/Paris
O30 = +1:00,Europe/Paris
O31 = +1:00,Europe/Paris
O32 = +1:00,Europe/Paris
O33 = +1:00,Europe/Paris
O34 = +1:00,Europe/Paris
O35 = +1:00,Europe/Paris
O36 = +1:00,Europe/Paris
O37 = +1:00,Europe/Paris
O38 = +1:00,Europe/Paris
O39 = +1:00,Europe/Paris
O40 = +1:00,Europe/Paris
O41 = +1:00,Europe/Paris
O42 = +1:00,Europe/Paris
O43 = +1:00,Europe/Paris
O44 = +1:00,Europe/Paris
O45 = +1:00,Europe/Paris
O46 = +1:00,Europe/Paris
O47 = +1:00,Europe/Paris
O48 = +1:00,Europe/Paris
O49 = +1:00,Europe/Paris
O50 = +1:00,Europe/Paris
O51 = +1:00,Europe/Paris
O52 = +1:00,Europe/Paris
O53 = +1:00,Europe/Paris
O54 = +1:00,Europe/Paris
O55 = +1:00,Europe/Paris
O56 = +1:00,Europe/Paris
O57 = +1:00,Europe/Paris
O58 = +1:00,Europe/Paris
O59 = +1:00,Europe/Paris
O60 = +1:00,Europe/Paris
O61 = +1:00,Europe/Paris
O62 = +1:00,Europe/Paris
O63 = +1:00,Europe/Paris
O64 = +1:00,Europe/Paris
O65 = +1:00,Europe/Paris
O66 = +1:00,Europe/Paris
O67 = +1:00,Europe/Paris
O68 = +1:00,Europe/Paris
O69 = +1:00,Europe/Paris
O70 = +1:00,Europe/Paris
O71 = +1:00,Europe/Paris
O72 = +1:00,Europe/Paris
O73 = +1:00,Europe/Paris
O74 = +1:00,Europe/Paris
O75 = +1:00,Europe/Paris
O76 = +1:00,Europe/Paris
O77 = +1:00,Europe/Paris
O78 = +1:00,Europe/Paris
O79 = +1:00,Europe/Paris
O80 = +1:00,Europe/Paris
O81 = +1:00,Europe/Paris
O82 = +1:00,Europe/Paris
O83 = +1:00,Europe/Paris
O84 = +1:00,Europe/Paris
O85 = +1:00,Europe/Paris
O86 = +1:00,Europe/Paris
O87 = +1:00,Europe/Paris
O88 = +1:00,Europe/Paris
O89 = +1:00,Europe/Paris
O90 = +1:00,Europe/Paris
O91 = +1:00,Europe/Paris
O92 = +1:00,Europe/Paris
O93 = +1:00,Europe/Paris
O94 = +1:00,Europe/Paris
O95 = +1:00,Europe/Paris
O96 = +1:00,Europe/Paris
O97 = +1:00,Europe/Paris
O98 = +1:00,Europe/Paris
O99 = +1:00,Europe/Paris
OBC = +1:00,Europe/Berlin
OBI = -6:00,America/Chicago
OBT = -6:00,America/Chicago
OCO = -6:00,America/Chicago
OCP = -5:00,America/New_York
OCS = +1:00,Europe/Vienna
OEA = +1:00,Europe/Brussels
OKH = -6:00,America/Chicago
OKL = -6:00,America/Chicago
OKT = -6:00,America/Chicago
OLO = -7:00,America/Denver
OLP = -4:00,America/La_Paz
OLY = -8:00,America/Los_Angeles
OMN = -6:00,America/Chicago
ONP = -6:00,America/Chicago
OPA = -8:00,America/Los_Angeles
OPT = +10:00,Australia/Melbourne
OSA = +1:00,Europe/Prague
OTI = -7:00,America/Phoenix
OTR = +1:00,Europe/Prague
OUL = +2:00,Europe/Helsinki
P00 = +1:00,Europe/Paris
P01 = +1:00,Europe/Paris
P02 = +1:00,Europe/Paris
P03 = +1:00,Europe/Paris
P04 = +1:00,Europe/Paris
P05 = +1:00,Europe/Paris
P06 = +1:00,Europe/Paris
P07 = +1:00,Europe/Paris
P08 = +1:00,Europe/Paris
P09 = +1:00,Europe/Paris
P10 = +1:00,Europe/Paris
P11 = +1:00,Europe/Paris
P12 = +1:00,Europe/Paris
P13 = +1:00,Europe/Paris
P14 = +1:00,Europe/Paris
P15 = +1:00,Europe/Paris
P16 = +1:00,Europe/Paris
P17 = +1:00,Europe/Paris
P18 = +1:00,Europe/Paris
P19 = +1:00,Europe/Paris
P20 = +1:00,Europe/Paris
P21 = +1:00,Europe/Paris
P22 = +1:00,Europe/Paris
P23 = +1:00,Europe/Paris
P24 = +1:00,Europe/Paris
P25 = +1:00,Europe/Paris
P26 = +1:00,Europe/Paris
P27 = +1:00,Europe/Paris
P28 = +1:00,Europe/Paris
P29 = +1:00,Europe/Paris
P30 = +1:00,Europe/Paris
P31 = +1:00,Europe/Paris
P32 = +1:00,Europe/Paris
P33 = +1:00,Europe/Paris
P34 = +1:00,Europe/Paris
P35 = +1:00,Europe/Paris
P36 = +1:00,Europe/Paris
P37 = +1:00,Europe/Paris
P38 = +1:00,Europe/Paris
P39 = +1:00,Europe/Paris
P40 = +1:00,Europe/Paris
P41 = +1:00,Europe/Paris
P42 = +1:00,Europe/Paris
P43 = +1:00,Europe/Paris
P44 = +1:00,Europe/Paris
P45 = +1:00,Europe/Paris
P46 = +1:00,Europe/Paris
P47 = +1:00,Europe/Paris
P48 = +1:00,Europe/Paris
P49 = +1:00,Europe/Paris
P50 = +1:00,Europe/Paris
P51 = +1:00,Europe/Paris
P52 = +1:00,Europe/Paris
P53 = +1:00,Europe/Paris
P54 = +1:00,Europe/Paris
P55 = +1:00,Europe/Paris
P56 = +1:00,Europe/Paris
P57 = +1:00,Europe/Paris
P58 = +1:00,Europe/Paris
P59 = +1:00,Europe/Paris
P60 = +1:00,Europe/Paris
P61 = +1:00,Europe/Paris
P62 = +1:00,Europe/Paris
P63 = +1:00,Europe/Paris
P64 = +1:00,Europe/Paris
P65 = +1:00,Europe/Paris
P66 = +1:00,Europe/Paris
P67 = +1:00,Europe/Paris
P68 = +1:00,Europe/Paris
P69 = +1:00,Europe/Paris
P70 = +1:00,Europe/Paris
P71 = +1:00,Europe/Paris
P72 = +1:00,Europe/Paris
P73 = +1:00,Europe/Paris
P74 = +1:00,Europe/Paris
P75 = +1:00,Europe/Paris
P76 = +1:00,Europe/Paris
P77 = +1:00,Europe/Paris
P78 = +1:00,Europe/Paris
P79 = +1:00,Europe/Paris
P80 = +1:00,Europe/Paris
P81 = +1:00,Europe/Paris
P82 = +1:00,Europe/Paris
P83 = +1:00,Europe/Paris
P84 = +1:00,Europe/Paris
P85 = +1:00,Europe/Paris
P86 = +1:00,Europe/Paris
P87 = +1:00,Europe/Paris
P88 = +1:00,Europe/Paris
P89 = +1:00,Europe/Paris
P90 = +1:00,Europe/Paris
P91 = +1:00,Europe/Paris
P92 = +1:00,Europe/Paris
P93 = +1:00,Europe/Paris
P94 = +1:00,Europe/Paris
P95 = +1:00,Europe/Paris
P96 = +1:00,Europe/Paris
P97 = +1:00,Europe/Paris
P98 = +1:00,Europe/Paris
P99 = +1:00,Europe/Paris
PAA = +10:00,Australia/Melbourne
PAL = +1:00,Europe/Paris
PAM = -5:00,America/New_York
PAP = -4:00,America/Guadeloupe
PAS = +1:00,Europe/Rome
PAZ = -7:00,America/Phoenix
PBO = -7:00,America/Denver
PCH = -5:00,America/New_York
PCO = -8:00,America/Los_Angeles
PCS = -5:00,America/New_York
PDM = +1:00,Europe/Rome
PDV = -6:00,America/Chicago
PEA = +8:00,Australia/Perth
PEC = -5:00,America/New_York
PEI = -6:00,America/Chicago
PES = -6:00,America/Chicago
PET = +12:00,Pacific/Auckland
PFE = +1:00,Europe/Warsaw
PGH = -5:00,America/New_York
PHA = +8:00,Asia/Manila
PHB = +8:00,Asia/Manila
PHL = -5:00,America/New_York
PHO = -7:00,America/Phoenix
PIC = -5:00,America/New_York
PIP = -6:00,America/Chicago
PIT = -5:00,America/New_York
PK1 = +1:00,Europe/Warsaw
PK2 = +1:00,Europe/Warsaw
PKC = +5:00,Asia/Karachi
PKF = +5:00,Asia/Karachi
PKG = +5:00,Asia/Karachi
PKR = -5:00,America/New_York
PKS = -5:00,America/New_York
PKX = +10:00,Australia/Melbourne
PLA = -6:00,America/Chicago
PLB = -5:00,America/New_York
PLD = -8:00,America/Los_Angeles
PLE = -5:00,America/New_York
PLF = +1:00,Europe/Warsaw
PLG = +1:00,Europe/Warsaw
PLK = -5:00,America/New_York
PLL = -5:00,America/New_York
PLM = -5:00,America/Lima
PLN = -6:00,America/Chicago
PLP = -5:00,America/New_York
PLR = -6:00,America/Chicago
PLT = -7:00,America/Phoenix
PLV = -5:00,America/New_York
PLY = +0:00,Europe/London
PMI = -5:00,America/New_York
PNH = -5:00,America/New_York
PNO = -6:00,America/Chicago
PNY = -5:00,America/New_York
POZ = +1:00,Europe/Warsaw
PPA = +1:00,Europe/Warsaw
PPB = +1:00,Europe/Warsaw
PPC = +1:00,Europe/Warsaw
PPK = -5:00,America/New_York
PPL = -5:00,America/New_York
PPT = -10:00,Pacific/Tahiti
PRA = +1:00,Europe/Prague
PRB = +1:00,Europe/Prague
PRC = -5:00,America/New_York
PRE = -6:00,America/Chicago
PRN = -5:00,America/New_York
PRS = -5:00,America/New_York
PRU = -7:00,America/Denver
PSP = -5:00,America/New_York
PTB = +0:00,Europe/Lisbon
PTE = +0:00,Europe/Lisbon
PTH = +1:00,Europe/Paris
PTK = +0:00,Europe/Lisbon
PTM = -5:00,America/New_York
PTT = -5:00,America/New_York
PTX = -6:00,America/Chicago
PUR = -4:00,America/Puerto_Rico
PVA = -5:00,America/Lima
PWY = -5:00,America/New_York
PYM = -6:00,America/Chicago
Q00 = +1:00,Europe/Paris
Q01 = +1:00,Europe/Paris
Q02 = +1:00,Europe/Paris
Q03 = +1:00,Europe/Paris
Q04 = +1:00,Europe/Paris
Q05 = +1:00,Europe/Paris
Q06 = +1:00,Europe/Paris
Q07 = +1:00,Europe/Paris
Q08 = +1:00,Europe/Paris
Q09 = +1:00,Europe/Paris
Q10 = +1:00,Europe/Paris
Q11 = +1:00,Europe/Paris
Q12 = +1:00,Europe/Paris
Q13 = +1:00,Europe/Paris
Q14 = +1:00,Europe/Paris
Q15 = +1:00,Europe/Paris
Q16 = +1:00,Europe/Paris
Q17 = +1:00,Europe/Paris
Q18 = +1:00,Europe/Paris
Q19 = +1:00,Europe/Paris
Q20 = +1:00,Europe/Paris
Q21 = +1:00,Europe/Paris
Q22 = +1:00,Europe/Paris
Q23 = +1:00,Europe/Paris
Q24 = +1:00,Europe/Paris
Q25 = +1:00,Europe/Paris
Q26 = +1:00,Europe/Paris
Q27 = +1:00,Europe/Paris
Q28 = +1:00,Europe/Paris
Q29 = +1:00,Europe/Paris
Q30 = +1:00,Europe/Paris
Q31 = +1:00,Europe/Paris
Q32 = +1:00,Europe/Paris
Q33 = +1:00,Europe/Paris
Q34 = +1:00,Europe/Paris
Q35 = +1:00,Europe/Paris
Q36 = +1:00,Europe/Paris
Q37 = +1:00,Europe/Paris
Q38 = +1:00,Europe/Paris
Q39 = +1:00,Europe/Paris
Q40 = +1:00,Europe/Paris
Q41 = +1:00,Europe/Paris
Q42 = +1:00,Europe/Paris
Q43 = +1:00,Europe/Paris
Q44 = +1:00,Europe/Paris
Q45 = +1:00,Europe/Paris
Q46 = +1:00,Europe/Paris
Q47 = +1:00,Europe/Paris
Q48 = +1:00,Europe/Paris
Q49 = +1:00,Europe/Paris
Q50 = +1:00,Europe/Paris
Q51 = +1:00,Europe/Paris
Q52 = +1:00,Europe/Paris
Q53 = +1:00,Europe/Paris
Q54 = +1:00,Europe/Paris
Q55 = +1:00,Europe/Paris
Q56 = +1:00,Europe/Paris
Q57 = +1:00,Europe/Paris
Q58 = +1:00,Europe/Paris
Q59 = +1:00,Europe/Paris
Q60 = +1:00,Europe/Paris
Q61 = +1:00,Europe/Paris
Q62 = +1:00,Europe/Paris
Q63 = +1:00,Europe/Paris
Q64 = +1:00,Europe/Paris
Q65 = +1:00,Europe/Paris
Q66 = +1:00,Europe/Paris
Q67 = +1:00,Europe/Paris
Q68 = +1:00,Europe/Paris
Q69 = +1:00,Europe/Paris
Q70 = +1:00,Europe/Paris
Q71 = +1:00,Europe/Paris
Q72 = +1:00,Europe/Paris
Q73 = +1:00,Europe/Paris
Q74 = +1:00,Europe/Paris
Q75 = +1:00,Europe/Paris
Q76 = +1:00,Europe/Paris
Q77 = +1:00,Europe/Paris
Q78 = +1:00,Europe/Paris
Q79 = +1:00,Europe/Paris
Q80 = +1:00,Europe/Paris
Q81 = +1:00,Europe/Paris
Q82 = +1:00,Europe/Paris
Q83 = +1:00,Europe/Paris
Q84 = +1:00,Europe/Paris
Q85 = +1:00,Europe/Paris
Q86 = +1:00,Europe/Paris
Q87 = +1:00,Europe/Paris
Q88 = +1:00,Europe/Paris
Q89 = +1:00,Europe/Paris
Q90 = +1:00,Europe/Paris
Q91 = +1:00,Europe/Paris
Q92 = +1:00,Europe/Paris
Q93 = +1:00,Europe/Paris
Q94 = +1:00,Europe/Paris
Q95 = +1:00,Europe/Paris
Q96 = +1:00,Europe/Paris
Q97 = +1:00,Europe/Paris
Q98 = +1:00,Europe/Paris
Q99 = +1:00,Europe/Paris
QA0 = -5:00,America/New_York
QA1 = -6:00,America/Chicago
QA2 = -8:00,America/Los_Angeles
QA3 = -5:00,America/New_York
QA4 = -5:00,America/New_York
QA5 = +5:00,Asia/Karachi
QA6 = +1:00,Europe/Berlin
QA7 = +1:00,Europe/Madrid
QA8 = +1:00,Europe/Madrid
QA9 = +1:00,Europe/Madrid
QB0 = +1:00,Europe/Madrid
QB1 = +1:00,Europe/Madrid
QB2 = +1:00,Europe/Madrid
QB3 = +1:00,Europe/Madrid
QB4 = +1:00,Europe/Madrid
QB5 = +1:00,Europe/Madrid
QB6 = +1:00,Europe/Madrid
QB7 = +1:00,Europe/Madrid
QB8 = -5:00,America/New_York
QB9 = -5:00,America/New_York
QC0 = -7:00,America/Denver
QC1 = -5:00,America/New_York
QC2 = -5:00,America/New_York
QC3 = +1:00,Europe/Paris
QC4 = -7:00,America/Denver
QC5 = -6:00,America/Chicago
